rMAGs,Completeness (%),Contamination (%),EGS (Mbp),group,phylum,class,order,family,genus,avg_rpkm
ERR318620_bin.2,84.29121484,2.475247525,1.729546159,Marine,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__UBA7446,0.716637575
ERR318620_bin.20,91.4874552,2.150537634,1.821138862,Marine,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Schleiferiaceae,g__TMED14,0.827711211
ERR318620_bin.21,85.75098814,1.195652174,3.331988046,Marine,Proteobacteria,c__Alphaproteobacteria,o__Thalassobaculales,f__Thalassobaculaceae,g__UBA7326,1.051307139
ERR318620_bin.5,85.57556936,4.347826087,1.45746664,Marine,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_B,f__TMED25,g__TMED25,0.838147428
ERR4245119_bin.2,77.22,3.24,1.494166072,Soil,Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__TA-21,6.968887243
ERR4678562_bin.2,92.01378058,3.704850361,2.870778615,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Melaminivora,0.119681986
ERR4678562_bin.42,88.39563863,3.20728808,3.241375609,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Ottowia,0.203635683
ERR4678562_bin.5,85.39803315,2.898505539,1.816444816,WWTP,Firmicutes,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,0.315292355
ERR4678565_bin.11,93.0794702,0.165562914,1.709435678,WWTP,Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_I,0.625526683
ERR4678565_bin.16,96.10062893,1.289308176,2.029213946,WWTP,Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,0.083415562
ERR4678565_bin.24,91.57828283,2.777777778,2.222598589,WWTP,Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,0.283089188
ERR4678565_bin.29,89.71113262,2.476737822,2.651551545,WWTP,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__JAGPKJ01,0.161728658
ERR4678565_bin.30,85.75757576,4.454545455,2.279653664,WWTP,Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__T78,0.375033883
ERR4678565_bin.33,84.02515723,2.358490566,1.594843294,WWTP,Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__UBA2212,0.155271704
ERR4678565_bin.49,87.16338259,2.968982167,2.624337885,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Pseudoxanthomonas,0.585090052
ERR4678597_bin.12,78.44827586,0,2.386206681,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Brachymonas,0.849485661
ERR4678597_bin.15,84.30358962,2.589182969,1.694546904,WWTP,Firmicutes,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,0.32576819
ERR4678597_bin.22,81.1541646,5.865209472,3.024529417,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Dysgonomonadaceae,g__Petrimonas,0.108058089
ERR4678597_bin.30,88.09203932,1.012588944,2.441246505,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Pelistega,0.223974784
ERR4678611_bin.11,93.95264117,1.912568306,2.873010903,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Dysgonomonadaceae,g__Proteiniphilum,0.061171917
ERR4678611_bin.12,92.26455026,3.412698413,3.339922526,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__SR-FBR-E99,0.17945979
ERR4678611_bin.20,77.31711569,3.24413027,2.337736338,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__Neisseria,0.182380258
ERR4678611_bin.24,83.67724868,3.825396825,3.413703079,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__LD21,0.067634296
ERR4678611_bin.25,85.90909091,3.446280992,2.326865752,WWTP,Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__T78,0.240344525
ERR4678611_bin.30,83.86846405,1.241830065,1.800671981,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Succinivibrionaceae,g__Succinivibrio,0.331748956
ERR4678611_bin.38,90.74244966,4.367500508,1.818853918,WWTP,Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__UBA2658,0.041975692
ERR4678611_bin.39,94.14775256,1.082554517,1.966910713,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Brachymonas,0.378779007
ERR4678611_bin.45,100,1.19760479,1.805189959,WWTP,Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,0.682978925
ERR4678611_bin.47,99.59312839,0.901419256,1.691807256,WWTP,Firmicutes,c__Negativicutes,o__Selenomonadales,f__JAGPMH01,g__JAGPMH01,0.951837166
ERR4678611_bin.48,75.66314716,2.759009009,2.840387282,WWTP,Verrucomicrobiota,c__Kiritimatiellae,o__LD1-PB3,f__Lenti-01,g__JAAZFE01,0.067175171
ERR4678611_bin.49,100,0.462249615,2.604195118,WWTP,Synergistota,c__Synergistia,o__Synergistales,f__Aminiphilaceae,g__,0.107303468
ERR4678611_bin.5,76.31578947,4.385964912,2.130520531,WWTP,Firmicutes,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__RZYP01,0.176749946
ERR4678611_bin.50,87.33108108,3.222275984,3.541519122,WWTP,Verrucomicrobiota,c__Kiritimatiellae,o__LD1-PB3,f__Lenti-01,g__Lenti-01,0.379864281
ERR4678611_bin.52,96.57210402,0.354609929,1.606131243,WWTP,Firmicutes,c__Clostridia,o__Saccharofermentanales,f__Saccharofermentanaceae,g__Saccharofermentans,0.127211769
ERR4678611_bin.53,83.07829889,6.421856639,3.276879712,WWTP,Verrucomicrobiota,c__Kiritimatiellae,o__LD1-PB3,f__JAGNIJ01,g__,0.066888289
ERR4678611_bin.57,85.70716268,3.024193548,3.439958671,WWTP,Firmicutes,c__Clostridia,o__Christensenellales,f__CAG-74,g__,0.050038634
ERR4678611_bin.60,93.22033898,0,1.707468582,WWTP,Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Syner-03,0.629215314
ERR4678611_bin.62,87.16129032,3.548387097,2.599787414,WWTP,Desulfobacterota,c__Syntrophia,o__Syntrophales,f__Fen-1087,g__Fen-1087,0.078414778
ERR4678611_bin.64,98.33333333,1.904761905,3.443968399,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__LD21,0.132456459
ERR4678611_bin.9,95,1.008064516,1.983028738,WWTP,Firmicutes,c__Clostridia,o__Christensenellales,f__CAG-138,g__,0.049978343
ERR4678634_bin.10,79.04159609,0.869565217,3.459210531,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae,g__UBA2784,0.165539423
ERR4678634_bin.15,82.5443787,2.824895902,2.860527234,WWTP,Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,0.189349252
ERR4678634_bin.2,95.20504446,0.299401198,1.978591715,WWTP,Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella_A,0.060372727
ERR4678634_bin.23,98.61034799,0.824175824,1.871747662,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella,0.051853184
ERR4678634_bin.25,84.47004608,2.165898618,2.035217282,WWTP,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,0.451882029
ERR4678634_bin.27,98.88888889,0.454545455,3.664505964,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__UBA1943,0.056728445
ERR4678634_bin.3,92.37373737,0.757575758,3.427068589,WWTP,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,0.045754936
ERR4678634_bin.30,90.83001735,1.237373737,2.403720147,WWTP,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__73-13,0.044658314
ERR4678634_bin.32,85.30214425,1.335282651,2.548477798,WWTP,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Leucobacter,0.159295935
ERR4678634_bin.39,96.54702194,2.00928382,2.492951206,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Thermomonas,0.118588854
ERR4678634_bin.4,94.01828299,1.689189189,3.856272024,WWTP,Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Terrimicrobiaceae,g__,0.030717784
ERR4678634_bin.42,90.6831791,1.696606786,1.699556316,WWTP,Firmicutes,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,0.247563306
ERR4678634_bin.8,82.56197257,1.845991561,2.409009305,WWTP,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Fusicatenibacter,0.283321005
ERR4678675_bin.18,76.96150999,3.367875648,3.412960778,WWTP,Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Brevilactibacter,0.084453644
ERR4678675_bin.21,93.26013514,5.818870341,3.108758549,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,0.48435971
ERR4678675_bin.28,97.76086344,1.997503121,1.861355182,WWTP,Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,0.525359965
ERR4678675_bin.3,75.83106521,0,2.975585261,WWTP,Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Sebaldella,0.289483885
ERR4678675_bin.30,98.80952381,0,1.756220386,WWTP,Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,0.169450008
ERR4678675_bin.34,87.60606061,2.565656566,1.732604732,WWTP,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,0.873904653
ERR4678675_bin.37,82.54385296,5.257270694,2.093376708,WWTP,Firmicutes,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__CAG-177,0.142249162
ERR4678675_bin.41,82.48113213,3.406793398,3.184888217,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Pseudoxanthomonas,0.262722671
ERR4678675_bin.48,94.1588785,0.496495327,1.993721139,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Brachymonas,1.460577869
ERR4678675_bin.8,97.90528233,1.047358834,1.739054678,WWTP,Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,0.443572048
ERR4682408_bin.1,84.8018648,2.447552448,2.144098754,WWTP,Firmicutes,c__Clostridia,o__Peptostreptococcales,f__Filifactoraceae,g__Acetoanaerobium,0.54928686
ERR4682408_bin.10,87.76190476,1.142857143,1.726103488,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Bact-11,0.045559151
ERR4682408_bin.11,95.38043478,5.136690399,4.654835262,WWTP,,c__,o__,f__,g__,0.028367287
ERR4682408_bin.13,81.14469844,1.741803279,1.593487892,WWTP,Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Sulfurovaceae,g__BN30871,0.017365394
ERR4682408_bin.14,92.28571429,1.428571429,1.800284742,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__DMER64,0.071651259
ERR4682408_bin.16,89.97434018,5.309139785,2.013340122,WWTP,Firmicutes,c__Clostridia,o__Lutisporales,f__Lutisporaceae,g__JAAYKT01,0.018085392
ERR4682408_bin.22,88.38212635,3.672316384,1.99988764,WWTP,Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae,g__,0.069624475
ERR4682408_bin.24,77.16736695,1.125043539,2.68078516,WWTP,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__SZUA-378,0.078677754
ERR4682408_bin.27,92.14391253,4.846335697,2.112613837,WWTP,Firmicutes,c__Clostridia,o__Saccharofermentanales,f__UBA5734,g__UBA5734,0.08226777
ERR4682408_bin.28,83.00401255,3.561827957,2.468903362,WWTP,Firmicutes,c__Clostridia,o__Christensenellales,f__CAG-74,g__UBA1038,0.018570926
ERR4682408_bin.29,97.35099338,4.635761589,2.673586593,WWTP,Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_F,0.700609237
ERR4682408_bin.3,97.60479042,0.693612774,1.944194347,WWTP,Firmicutes,c__Negativicutes,o__Acidaminococcales,f__Succinispiraceae,g__Succinispira,0.114269317
ERR4682408_bin.30,97.99691834,3.697996918,1.674461633,WWTP,Synergistota,c__Synergistia,o__Synergistales,f__Thermovirgaceae,g__58-81,0.039677091
ERR4682408_bin.34,87.18144356,1.766467066,1.654491203,WWTP,Firmicutes,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__JAAYIB01,0.030884999
ERR4682408_bin.37,97.73755656,3.296703297,1.800088027,WWTP,Cloacimonadota,c__Cloacimonadia,o__Cloacimonadales,f__Cloacimonadaceae,g__Cloacimonas,0.028703791
ERR4682408_bin.38,94.13233458,0.655430712,1.88929931,WWTP,Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,2.636341763
ERR4682408_bin.41,88.76138434,4.826958106,3.07571022,WWTP,Bacteroidota,c__Ignavibacteria,o__SJA-28,f__B-1AR,g__CAIKZJ01,0.060595171
ERR4682408_bin.50,94.26523297,3.225806452,3.066508294,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__JAAYJT01,g__JAAYJT01,0.028394432
ERR4682408_bin.52,88.89716841,2.404371585,2.801114492,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Dysgonomonadaceae,g__Petrimonas,0.131342314
ERR4682408_bin.56,98.30508475,2.978941962,2.763834107,WWTP,Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae,g__,0.219397314
ERR4682408_bin.57,97.18463553,2.341772152,2.292321573,WWTP,Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__,0.196530293
ERR4682408_bin.59,91.33217461,1.212590299,2.816593017,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Comamonas,0.227524051
ERR4682408_bin.61,95.76271186,1.001540832,2.258938184,WWTP,Synergistota,c__Synergistia,o__Synergistales,f__Aminobacteriaceae,g__Aminivibrio,0.02115154
ERR4682408_bin.63,85.75757576,3.092745638,2.145091555,WWTP,Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__49-20,0.02757232
ERR4682408_bin.67,94.5482866,0.11682243,2.071337518,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Brachymonas,0.146359963
ERR4682408_bin.69,85.12692033,2.857142857,3.72147764,WWTP,Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__SLCJ01,g__,0.057068983
ERR4682408_bin.7,93.02187902,1.171171171,2.62758389,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Aeromonadaceae,g__Tolumonas,0.20022581
ERR4682408_bin.78,99.92138365,0.104821803,2.304270054,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,0.03426396
ERR4682408_bin.80,94.50549451,2.197802198,2.107505181,WWTP,Cloacimonadota,c__Cloacimonadia,o__Cloacimonadales,f__Cloacimonadaceae,g__UBA3900,0.022992923
ERR4682408_bin.85,82.19858156,1.773049645,1.421404268,WWTP,Firmicutes,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__JAAZGD01,0.017948625
ERR4682408_bin.86,88.20276498,5.483870968,2.589405639,WWTP,Desulfobacterota,c__Syntrophia,o__Syntrophales,f__Smithellaceae,g__UBA8904,0.081228211
ERR4682408_bin.88,83.2065432,3.006329114,3.41261703,WWTP,Firmicutes,c__Negativicutes,o__Propionisporales,f__Propionisporaceae,g__,0.041849778
ERR4682439_bin.14,84.11056377,5.665024631,3.763670483,WWTP,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__JJ008,0.246084261
ERR4682439_bin.25,83.6747947,2.504748338,1.880110773,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__CTSOIL-112,1.108691207
ERR4682439_bin.27,96.23582766,0.680272109,2.39485725,WWTP,Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,1.130595004
ERR4682439_bin.30,88.04165892,2.473498233,3.241897024,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,1.060692077
ERR4682439_bin.35,84.54231434,2.677029361,3.659293074,WWTP,Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Propionibacteriaceae,g__Fen-668,0.065067179
ERR4682439_bin.37,81.71082949,0,3.232499311,WWTP,Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__JG1575,0.110160651
ERR4682439_bin.39,97.53914989,4.250559284,1.680666926,WWTP,Firmicutes,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Ruminococcus_E,0.329066076
ERR4682439_bin.4,89.34169279,3.260188088,1.778252311,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,0.220115891
ERR4682439_bin.42,98.92473118,0.806451613,2.718144545,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__UPXZ01,0.258533007
ERR4682439_bin.46,93.48341232,1.46975852,3.85161651,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__NBD-18,0.142864848
ERR4682439_bin.9,77.5862069,0,4.755405822,WWTP,Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Microtrichaceae,g__AWTP1-35,0.091765218
ERR4682440_bin.15,100,0,2.093791,WWTP,Atribacterota,c__Atribacteria,o__Atribacterales,f__Caldatribacteriaceae,g__UBA3950,0.067161639
ERR4682440_bin.18,91.88888889,3.121693122,1.948112156,WWTP,Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__DTU049,g__DTU049,0.04168778
ERR4682440_bin.2,100,0,1.479745,WWTP,Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanothermobacteraceae_A,g__Methanothermobacter_A,0.491678812
ERR4682440_bin.26,96.47887324,2.660406886,3.785387594,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__RXIV01,0.202231333
ERR4682440_bin.32,75.22092612,3.658536585,2.409717645,WWTP,Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Aliarcobacter,0.341232453
ERR4682453_bin.15,84.09318349,2.865600397,2.972371184,WWTP,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,1.894089294
ERR4682453_bin.17,95.42372881,6.702619414,2.190044551,WWTP,Synergistota,c__Synergistia,o__Synergistales,f__Aminobacteriaceae,g__,0.062693259
ERR4682453_bin.19,88.7733726,3.728841964,2.420198829,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__Neisseria,3.942402165
ERR4682453_bin.25,81.66274345,1.993670886,1.850251707,WWTP,Firmicutes,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,0.340310873
ERR4682467_bin.14,88.58500257,2.542372881,2.011179045,WWTP,Firmicutes,c__Negativicutes,o__JAGOZY01,f__JAGOZY01,g__JAGOZY01,0.342202989
ERR4682467_bin.15,99.52606635,1.895734597,3.64445652,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Azonexus,0.083123285
ERR4682467_bin.17,83.57820976,2.109704641,3.076344023,WWTP,Firmicutes,c__Negativicutes,o__UBA1444,f__UBA1444,g__UBA1444,0.167054874
ERR4682467_bin.19,92.65734266,4.895104895,2.453906751,WWTP,Firmicutes,c__Clostridia,o__Peptostreptococcales,f__Filifactoraceae,g__Acetoanaerobium,0.176539311
ERR4682467_bin.21,82.2465035,0.34965035,2.203968384,WWTP,Firmicutes,c__Clostridia,o__Peptostreptococcales,f__Filifactoraceae,g__Proteocatella,0.05969869
ERR4682467_bin.23,76.50214972,3.300850621,3.453762856,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Comamonas,0.104142756
ERR4682467_bin.29,94.94382022,1.348314607,1.614085488,WWTP,Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__JAGOYM01,4.4577556
ERR4682467_bin.31,81.40219561,0.936836005,1.503150972,WWTP,Firmicutes,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Succiniclasticum,0.050290064
ERR4682467_bin.45,81.37134052,2.003081664,2.35409396,WWTP,Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae,g__JAGPAO01,0.149325017
ERR4682467_bin.49,97.19101124,7.865168539,1.75780764,WWTP,Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__JAGNZR01,0.201959793
ERR4682780_bin.1,94.75783476,3.58974359,3.153903815,WWTP,Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Microtrichaceae,g__SKRR01,0.059362532
ERR4682780_bin.12,96.973466,0,5.809504633,WWTP,Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae,g__Reyranella,0.068693991
ERR4682780_bin.16,89.13690476,1.171875,3.434617699,WWTP,Bdellovibrionota,c__Bacteriovoracia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__JABGUH01,0.012533505
ERR4682780_bin.2,88.25726842,2.006704981,2.656624823,WWTP,Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-791,0.129274806
ERR4682780_bin.23,97.93103448,1.988655023,2.885804957,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Chiayiivirga,0.072653758
ERR4682780_bin.27,78.5458613,1.677852349,1.77566304,WWTP,Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__UBA2658,0.14883712
ERR4682780_bin.29,82.47086247,0.511363636,2.154197417,WWTP,Firmicutes,c__Clostridia,o__Peptostreptococcales,f__Filifactoraceae,g__Proteocatella,1.022211448
ERR4682780_bin.3,85.6897628,3.121098627,1.88221082,WWTP,Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,0.695890263
ERR4682780_bin.32,94.65997296,1.245421245,1.89259499,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella,0.650576926
ERR4682780_bin.4,89.83050847,0,2.263523868,WWTP,Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae,g__,0.159708185
ERR4682780_bin.42,99.25788497,1.666666667,2.562955157,WWTP,Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,0.03935631
ERR4682780_bin.44,96.61580595,3.785211268,4.123162135,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Contendobacter,0.273796152
ERR4682780_bin.46,81.65727435,2.859960552,2.978282376,WWTP,Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,0.253041335
ERR4682780_bin.48,91.43941934,1.995305164,3.204738946,WWTP,Proteobacteria,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__RXIV01,0.769639854
