genome,completeness,contamination,length,N50
SRR14932583_bin.68.fa,82.02,0.0,1175972,27178
SRR14932583_bin.69.fa,84.97,3.93,2838990,5305
SRR14932583_bin.7.fa,87.62,2.62,2763354,13789
SRR14932583_bin.73.fa,96.5,2.59,2635747,16566
SRR14932583_bin.74.fa,72.65,1.18,1634641,2452
SRR14932583_bin.77.fa,94.86,1.77,2456393,6175
SRR14932583_bin.78.fa,74.65,1.98,1322897,2154
SRR14932583_bin.8.fa,79.79,4.01,3714436,4776
SRR14932583_bin.80.fa,57.69,0.74,1717677,2338
SRR14932583_bin.9.fa,89.68,1.34,2274779,14178
SRR14932584_bin.1.fa,99.05,0.48,3896825,51485
SRR14932584_bin.14.fa,67.39,3.26,3217694,4099
SRR14932584_bin.15.fa,68.77,0.0,3116125,3532
SRR14932584_bin.16.fa,77.25,0.34,578453,10400
SRR14932584_bin.17.fa,81.62,3.3,1996688,3773
SRR14932584_bin.19.fa,86.04,2.48,4269246,6253
SRR14932584_bin.2.fa,84.3,0.93,2806523,3692
SRR14932584_bin.20.fa,96.39,0.99,3339819,62674
SRR14932584_bin.21.fa,82.98,2.11,3391749,11526
SRR14932584_bin.23.fa,96.79,2.97,3234592,20426
SRR14932584_bin.25.fa,91.01,2.78,2214013,3555
SRR14932584_bin.27.fa,92.72,1.11,3032708,16686
SRR14932584_bin.28.fa,57.59,0.99,1758094,3406
SRR14932584_bin.29.fa,94.05,1.14,3702594,12035
SRR14932584_bin.3.fa,88.63,1.63,2548662,9864
SRR14932584_bin.30.fa,56.52,0.0,3475867,4054
SRR14932584_bin.31.fa,80.83,0.5,3899772,8715
SRR14932584_bin.32.fa,70.6,1.88,2840722,3618
SRR14932584_bin.33.fa,76.81,1.48,2715723,3302
SRR14932584_bin.34.fa,94.33,2.59,2695228,16617
SRR14932584_bin.35.fa,96.24,0.67,3567500,17042
SRR14932584_bin.37.fa,87.72,1.9,2334568,6211
SRR14932584_bin.39.fa,75.85,3.21,3374060,5449
SRR14932584_bin.4.fa,78.3,1.42,1824797,2595
SRR14932584_bin.41.fa,89.77,3.44,3128091,13399
SRR14932584_bin.42.fa,82.34,2.58,2509297,5711
SRR14932584_bin.45.fa,64.87,2.81,2229929,2279
SRR14932584_bin.48.fa,57.76,1.09,1369775,1881
SRR14932584_bin.6.fa,84.4,3.15,2864568,6759
SRR14932584_bin.7.fa,92.64,3.47,3424211,15360
SRR14932584_bin.8.fa,97.29,1.36,3380861,15703
SRR14932584_bin.9.fa,66.57,0.93,1002872,48145
SRR14932585_bin.1.fa,73.62,0.6,2505275,9025
SRR14932585_bin.11.fa,75.74,0.0,3722879,4643
SRR14932585_bin.12.fa,80.46,2.99,3422286,3293
SRR14932585_bin.13.fa,88.58,2.14,3189485,6412
SRR14932585_bin.15.fa,88.42,2.22,3174523,5410
SRR14932585_bin.16.fa,69.54,3.37,2846692,2836
SRR14932585_bin.18.fa,93.26,3.47,3705682,7941
SRR14932585_bin.19.fa,59.82,0.0,3676104,4141
SRR14932585_bin.2.fa,66.34,0.72,1813575,3634
SRR14932585_bin.20.fa,60.31,0.0,3905662,4658
SRR14932585_bin.21.fa,78.39,4.27,8511592,4117
SRR14932585_bin.22.fa,93.94,0.74,4886433,9282
SRR14932585_bin.23.fa,59.67,0.91,1427675,1898
SRR14932585_bin.24.fa,65.31,1.9,2434534,2270
SRR14932585_bin.3.fa,68.62,2.46,3244010,2021
SRR14932585_bin.6.fa,79.95,0.65,5643680,11217
SRR14932585_bin.7.fa,96.76,5.1,4661050,23744
SRR14932585_bin.8.fa,91.97,1.71,7391848,12238
SRR14932586_bin.1.fa,83.91,3.48,5569066,4963
SRR14932586_bin.10.fa,86.57,2.81,6457044,8717
SRR14932586_bin.11.fa,88.36,3.3,4497391,8743
SRR14932586_bin.12.fa,81.03,0.86,4371798,17727
SRR14932586_bin.13.fa,93.54,1.61,4539543,10113
SRR14932586_bin.15.fa,85.04,1.71,7411977,9532
SRR14932586_bin.16.fa,90.91,2.91,5198535,7529
SRR14932586_bin.17.fa,67.72,2.94,2012349,1760
SRR14932586_bin.18.fa,90.1,3.3,4127590,23205
SRR14932586_bin.2.fa,100.0,0.24,2928793,80753
SRR14932586_bin.20.fa,83.94,1.52,5278482,14815
SRR14932586_bin.22.fa,75.72,2.22,2758106,5968
SRR14932586_bin.24.fa,86.64,2.05,3487771,9592
SRR14932586_bin.25.fa,88.37,1.79,2696763,5880
SRR14932586_bin.3.fa,74.7,0.78,3845834,2318
SRR14932586_bin.4.fa,67.62,1.72,730910,9950
SRR14932586_bin.5.fa,91.57,2.45,3961142,25567
SRR14932586_bin.6.fa,95.25,2.03,3625104,34617
SRR14932586_bin.8.fa,78.84,1.87,2636128,8043
SRR14932586_bin.9.fa,73.68,0.88,3634372,18209
SRR14932587_bin.1.fa,95.01,1.96,2827480,8160
SRR14932587_bin.11.fa,51.69,0.1,2312407,3291
SRR14932587_bin.12.fa,92.18,2.73,5214799,7377
SRR14932587_bin.13.fa,89.23,2.93,3864316,27539
SRR14932587_bin.14.fa,79.3,2.49,5199005,4437
SRR14932587_bin.15.fa,86.66,1.64,5442610,19731
SRR14932587_bin.18.fa,73.62,0.86,2938145,5903
SRR14932587_bin.19.fa,87.33,6.88,4110785,18182
SRR14932587_bin.20.fa,86.03,2.56,3631098,18749
SRR14932587_bin.22.fa,66.06,2.4,1934540,2323
SRR14932587_bin.23.fa,62.16,1.69,1516854,3624
SRR14932587_bin.25.fa,93.84,1.1,6674129,18704
SRR14932587_bin.26.fa,54.73,0.86,1843142,2738
SRR14932587_bin.27.fa,73.08,3.32,2985270,3422
SRR14932587_bin.28.fa,88.72,1.72,3425873,30309
SRR14932587_bin.29.fa,88.46,3.85,7689802,8728
SRR14932587_bin.3.fa,76.72,0.0,3385813,8673
SRR14932587_bin.30.fa,72.39,3.64,3396181,5907
SRR14932587_bin.31.fa,64.32,0.0,752700,7760
SRR14932587_bin.33.fa,91.17,2.15,4034485,15567
SRR14932587_bin.5.fa,56.99,0.89,1017503,1856
SRR14932587_bin.6.fa,90.18,2.26,4411482,19122
SRR14932587_bin.7.fa,100.0,0.0,2921957,74754
SRR14932587_bin.8.fa,90.46,1.98,4215773,11518
SRR14932587_bin.9.fa,66.1,2.14,2647345,3856
SRR14932588_bin.1.fa,72.76,1.4,2050918,2798
SRR14932588_bin.10.fa,87.54,3.61,4446486,12182
SRR14932588_bin.11.fa,92.73,4.73,5997971,6851
SRR14932588_bin.13.fa,73.78,3.41,3898901,5596
SRR14932588_bin.14.fa,83.87,1.52,3479034,22958
SRR14932588_bin.15.fa,87.18,3.59,7660145,8650
SRR14932588_bin.17.fa,68.0,2.25,835418,15284
SRR14932588_bin.18.fa,100.0,0.48,2930997,80120
SRR14932588_bin.19.fa,82.07,0.0,6795485,23594
SRR14932588_bin.2.fa,87.96,1.11,3850400,14265
SRR14932588_bin.21.fa,88.62,2.2,4403479,16012
SRR14932588_bin.22.fa,69.42,1.19,1849679,3967
SRR14932588_bin.23.fa,69.83,0.0,2967035,9013
SRR14932588_bin.24.fa,89.38,2.55,3291956,24096
SRR14932588_bin.25.fa,75.7,3.61,3669427,7000
SRR14932588_bin.26.fa,96.63,1.19,2754229,10892
SRR14932588_bin.27.fa,55.57,0.0,1282202,2970
SRR14932588_bin.28.fa,86.06,0.91,3367757,9559
SRR14932588_bin.29.fa,70.18,0.88,3366661,17163
SRR14932588_bin.3.fa,82.45,3.08,5357110,16259
SRR14932588_bin.30.fa,69.49,2.28,2896803,4029
SRR14932588_bin.31.fa,58.55,1.16,4240530,1839
SRR14932588_bin.32.fa,72.77,3.87,2635513,4297
SRR14932588_bin.5.fa,52.53,0.0,2359866,1795
SRR14932588_bin.6.fa,76.29,3.0,5315530,4751
SRR14932588_bin.7.fa,62.93,1.72,1904244,6033
SRR14932588_bin.8.fa,65.65,0.42,1152405,1920
SRR14932588_bin.9.fa,89.07,5.45,3844854,23255
SRR14932593_bin.1.fa,94.21,2.2,4182765,9635
SRR14932593_bin.10.fa,81.23,0.99,2556567,5077
SRR14932593_bin.11.fa,72.35,1.95,2344855,5056
SRR14932593_bin.12.fa,74.16,0.66,2372768,3819
SRR14932593_bin.13.fa,70.69,0.0,3095101,8285
SRR14932593_bin.14.fa,92.08,2.28,3644559,16876
SRR14932593_bin.15.fa,83.69,4.88,5933383,5963
SRR14932593_bin.16.fa,88.57,4.52,2896660,10949
SRR14932593_bin.17.fa,86.6,3.88,3221373,5638
SRR14932593_bin.18.fa,73.66,2.9,3142626,3368
SRR14932593_bin.19.fa,57.7,0.0,691813,4423
SRR14932593_bin.2.fa,98.52,0.99,3791623,31477
SRR14932593_bin.21.fa,68.77,1.83,2985350,5075
SRR14932593_bin.22.fa,79.13,1.88,1985808,3564
SRR14932593_bin.23.fa,65.02,0.0,2134353,3071
SRR14932593_bin.24.fa,93.1,5.67,3043840,17048
SRR14932593_bin.27.fa,93.01,4.9,10866860,11166
SRR14932593_bin.29.fa,89.5,1.82,2899245,15587
SRR14932593_bin.3.fa,93.59,2.09,6063018,12712
SRR14932593_bin.30.fa,85.24,6.79,3066746,6756
SRR14932593_bin.32.fa,82.49,4.75,3376895,3504
SRR14932593_bin.35.fa,68.94,3.26,2926633,2595
SRR14932593_bin.36.fa,84.75,0.45,3207345,8371
SRR14932593_bin.37.fa,82.79,1.41,2955874,5194
SRR14932593_bin.38.fa,94.72,0.57,3713879,31330
SRR14932593_bin.39.fa,80.41,1.41,3560665,4286
SRR14932593_bin.4.fa,76.48,3.98,3134769,7456
SRR14932593_bin.40.fa,81.69,3.09,3139606,4444
SRR14932593_bin.41.fa,80.76,2.47,6619851,4588
SRR14932593_bin.43.fa,80.53,0.0,3529045,8823
SRR14932593_bin.44.fa,74.03,4.07,2836917,1977
SRR14932593_bin.45.fa,76.23,4.54,2660304,8102
SRR14932593_bin.46.fa,63.15,0.91,4483723,2995
SRR14932593_bin.48.fa,82.68,1.01,2345565,5030
SRR14932593_bin.5.fa,62.25,1.8,796900,15355
SRR14932593_bin.50.fa,69.12,2.27,4300871,4411
SRR14932593_bin.51.fa,56.04,0.25,604567,2134
SRR14932593_bin.52.fa,71.01,1.43,2765534,3842
SRR14932593_bin.6.fa,92.34,1.57,2574439,12757
SRR14932593_bin.7.fa,72.67,2.07,1897795,2670
SRR14932593_bin.8.fa,87.12,2.76,3624204,27049
SRR14932593_bin.9.fa,97.01,2.21,4785065,19519
SRR14932594_bin.1.fa,89.36,2.69,2037271,25273
SRR14932594_bin.10.fa,98.68,0.0,1282017,119913
SRR14932594_bin.11.fa,52.7,0.0,1590095,4649
SRR14932594_bin.12.fa,92.4,3.41,3111911,47067
SRR14932594_bin.13.fa,86.88,3.01,3608730,10977
SRR14932594_bin.14.fa,69.53,3.3,3804149,3461
SRR14932594_bin.15.fa,99.27,2.11,3169631,12503
SRR14932594_bin.16.fa,61.77,0.0,3636574,1940
SRR14932594_bin.17.fa,83.92,2.79,2706700,5651
SRR14932594_bin.18.fa,96.34,2.07,3745559,50292
SRR14932594_bin.19.fa,59.4,0.16,2289115,2904
SRR14932594_bin.2.fa,84.19,5.24,2928921,14748
SRR14932594_bin.22.fa,83.25,4.05,3012731,10233
SRR14932594_bin.23.fa,98.71,0.65,2226175,117173
SRR14932594_bin.24.fa,90.22,1.81,2623131,11598
SRR14932594_bin.25.fa,89.99,1.61,2234610,6964
SRR14932594_bin.26.fa,68.67,0.81,2537352,5830
SRR14932594_bin.27.fa,67.9,1.61,1738827,3043
SRR14932594_bin.28.fa,82.07,4.25,2935708,6354
SRR14932594_bin.29.fa,87.44,0.57,1461053,18648
SRR14932594_bin.3.fa,76.1,0.35,2575667,2517
SRR14932594_bin.30.fa,83.49,2.25,4331908,5015
SRR14932594_bin.32.fa,86.0,3.05,2466152,7226
SRR14932594_bin.33.fa,54.16,0.0,1018448,1914
SRR14932594_bin.4.fa,95.97,2.42,4363361,30958
SRR14932594_bin.5.fa,78.17,3.27,3690571,7236
SRR14932594_bin.6.fa,92.05,1.81,2789970,7896
SRR14932594_bin.8.fa,92.97,4.22,2181151,21433
SRR14932594_bin.9.fa,87.33,1.78,1210337,8464
SRR14932595_bin.1.fa,69.46,2.1,2906864,3719
SRR14932595_bin.10.fa,97.7,0.72,3273379,22478
SRR14932595_bin.11.fa,94.72,0.75,3777362,31331
SRR14932595_bin.12.fa,54.24,0.0,733464,39311
SRR14932595_bin.13.fa,98.97,0.69,4604705,46651
SRR14932595_bin.14.fa,93.39,2.6,7866698,8012
SRR14932595_bin.16.fa,96.55,0.52,2776557,18107
SRR14932595_bin.17.fa,87.2,3.33,2778881,11867
SRR14932595_bin.18.fa,89.13,0.24,3211332,9496
SRR14932595_bin.19.fa,94.03,1.44,3282850,14431
SRR14932595_bin.2.fa,66.01,1.47,5623076,2210
SRR14932595_bin.21.fa,77.74,5.13,2650894,3848
SRR14932595_bin.22.fa,54.13,0.76,1872430,4665
SRR14932595_bin.23.fa,87.11,1.33,2310726,19251
SRR14932595_bin.24.fa,98.81,0.3,4476906,143925
SRR14932595_bin.25.fa,98.29,1.28,4055175,14448
SRR14932595_bin.26.fa,96.29,9.14,3402812,15528
SRR14932595_bin.27.fa,86.05,0.5,4772504,8449
SRR14932595_bin.28.fa,85.57,3.69,1997408,9592
SRR14932595_bin.29.fa,84.65,0.99,3573073,15607
SRR14932595_bin.31.fa,82.61,2.13,3876482,12756
SRR14932595_bin.32.fa,82.13,1.88,3701073,3824
SRR14932595_bin.33.fa,80.99,1.72,2864422,34184
SRR14932595_bin.34.fa,70.48,1.7,2594126,6112
SRR14932595_bin.38.fa,63.55,2.11,1568005,2397
SRR14932595_bin.4.fa,80.27,2.49,3206756,4623
SRR14932595_bin.40.fa,61.14,1.9,2277513,2673
SRR14932595_bin.41.fa,67.39,1.24,3939485,2245
SRR14932595_bin.6.fa,73.18,3.63,2611958,3220
SRR14932595_bin.7.fa,92.59,0.02,2742026,22268
SRR14932595_bin.8.fa,82.08,1.64,3502673,4624
SRR14932596_bin.1.fa,87.75,0.1,1026244,9046
SRR14932596_bin.10.fa,91.63,2.13,8830049,10128
SRR14932596_bin.11.fa,55.92,0.0,736021,14987
SRR14932596_bin.12.fa,86.54,1.46,3114407,6958
SRR14932596_bin.15.fa,75.86,3.45,3256790,5828
SRR14932596_bin.17.fa,88.81,1.12,3680019,8077
SRR14932596_bin.19.fa,89.79,5.26,2950590,7041
SRR14932596_bin.2.fa,93.01,3.79,8771115,7949
SRR14932596_bin.20.fa,77.02,1.01,1803462,7626
SRR14932596_bin.21.fa,98.2,0.89,2924942,58997
SRR14932596_bin.22.fa,86.45,4.81,2364980,5068
SRR14932596_bin.24.fa,68.03,2.75,2398339,4198
SRR14932596_bin.25.fa,77.69,1.7,2705857,7542
SRR14932596_bin.27.fa,74.71,0.0,896939,6444
SRR14932596_bin.3.fa,72.02,1.89,1972094,2643
SRR14932596_bin.32.fa,95.97,2.42,3821911,25124
SRR14932596_bin.33.fa,70.63,3.77,2011841,4046
SRR14932596_bin.34.fa,86.69,1.85,2786151,9603
SRR14932596_bin.35.fa,86.97,3.01,3016610,8358
SRR14932596_bin.36.fa,82.76,3.4,2752948,7348
SRR14932596_bin.37.fa,68.7,3.4,4730010,2592
SRR14932596_bin.38.fa,74.28,3.38,2737281,2973
SRR14932596_bin.39.fa,54.48,0.0,2086187,2987
SRR14932596_bin.4.fa,80.98,1.04,2644677,4942
SRR14932596_bin.40.fa,82.16,6.28,2007756,7550
SRR14932596_bin.42.fa,56.84,1.04,639757,10254
SRR14932596_bin.43.fa,80.6,2.44,1992472,2908
SRR14932596_bin.44.fa,83.93,1.05,3461423,6032
SRR14932596_bin.45.fa,98.02,3.14,3723586,45912
SRR14932596_bin.46.fa,92.93,5.13,2590642,7933
SRR14932596_bin.47.fa,53.49,0.0,1963749,2336
SRR14932596_bin.48.fa,65.51,1.19,2591557,3527
SRR14932596_bin.5.fa,90.16,2.79,3125933,8521
SRR14932596_bin.6.fa,91.65,1.49,4198822,7269
SRR14932596_bin.7.fa,81.03,2.14,4664128,4650
SRR14932596_bin.8.fa,93.35,5.45,3700681,14464
SRR14932596_bin.9.fa,68.6,3.11,4751888,4015
SRR14932597_bin.1.fa,95.51,3.3,3066012,16292
SRR14932597_bin.10.fa,87.85,4.65,5233530,6649
SRR14932597_bin.11.fa,97.14,1.21,3690022,21931
SRR14932597_bin.12.fa,74.88,3.9,3092851,3328
SRR14932597_bin.13.fa,83.29,5.24,3334795,4409
SRR14932597_bin.15.fa,97.28,2.1,3558688,23851
SRR14932597_bin.16.fa,85.56,0.5,2642076,6220
SRR14932597_bin.17.fa,62.18,1.69,2581953,2161
SRR14932597_bin.19.fa,80.67,1.25,3431636,3467
SRR14932597_bin.2.fa,70.3,1.43,2318306,3419
SRR14932597_bin.21.fa,73.4,1.36,3682144,3172
SRR14932597_bin.24.fa,87.08,0.93,2780401,10329
SRR14932597_bin.25.fa,88.46,1.71,1807644,80826
SRR14932597_bin.26.fa,92.05,2.63,3140005,9817
SRR14932597_bin.29.fa,59.66,0.0,2796875,4794
SRR14932597_bin.3.fa,70.69,0.0,3017230,16913
SRR14932597_bin.30.fa,76.32,0.0,3328130,7526
SRR14932597_bin.5.fa,100.0,0.0,5609746,23581
SRR14932597_bin.6.fa,72.04,1.44,2743595,3048
SRR14932597_bin.7.fa,78.53,4.68,2638141,3973
SRR14932597_bin.8.fa,98.44,0.12,2717571,53411
SRR14932604_bin.1.fa,70.64,2.19,2897264,7069
SRR14932604_bin.10.fa,96.0,5.49,1917767,25752
SRR14932604_bin.11.fa,65.81,2.84,1987360,2460
SRR14932604_bin.12.fa,74.94,2.78,2424185,3660
SRR14932604_bin.13.fa,73.45,2.2,1914686,5122
SRR14932604_bin.14.fa,81.23,0.44,1313482,27810
SRR14932604_bin.15.fa,60.58,0.0,969843,19056
SRR14932604_bin.16.fa,54.81,0.0,3254686,3037
SRR14932604_bin.17.fa,86.84,3.3,2161451,7578
SRR14932604_bin.18.fa,88.99,1.65,1898101,6485
SRR14932604_bin.19.fa,98.88,1.12,1305166,45595
SRR14932604_bin.2.fa,53.45,0.0,2008865,4316
SRR14932604_bin.20.fa,91.05,2.73,3129828,26011
SRR14932604_bin.21.fa,60.91,1.72,898018,2682
SRR14932604_bin.22.fa,74.29,0.81,2906641,3991
SRR14932604_bin.23.fa,91.64,1.09,2597006,10138
SRR14932604_bin.24.fa,76.67,0.0,2119015,5045
SRR14932604_bin.26.fa,74.94,3.41,1397578,2218
SRR14932604_bin.27.fa,95.97,1.38,3698974,56998
SRR14932604_bin.28.fa,79.9,1.24,1226989,10457
SRR14932604_bin.30.fa,87.18,2.2,4091727,12624
SRR14932604_bin.31.fa,68.31,0.29,970398,8755
SRR14932604_bin.34.fa,95.43,2.69,4302149,32688
SRR14932604_bin.35.fa,72.22,3.12,1276025,2121
SRR14932604_bin.36.fa,85.62,2.0,2466303,8429
SRR14932604_bin.37.fa,63.82,0.67,993943,2884
SRR14932604_bin.38.fa,81.64,1.72,2425604,3999
SRR14932604_bin.4.fa,77.49,0.0,1065868,11017
SRR14932604_bin.40.fa,55.55,0.68,1106755,2413
SRR14932604_bin.41.fa,66.68,1.42,2145771,2159
SRR14932604_bin.6.fa,64.81,0.32,2152490,2093
SRR14932604_bin.7.fa,100.0,0.0,2169236,70281
SRR14932604_bin.9.fa,90.44,3.23,2074085,34936
SRR14932609_bin.10.fa,71.55,4.15,2319304,2996
SRR14932609_bin.11.fa,93.87,4.75,13076025,26564
SRR14932609_bin.12.fa,69.35,0.49,2951560,5029
SRR14932609_bin.14.fa,65.69,1.6,1424771,2136
SRR14932609_bin.15.fa,90.84,0.0,910232,10266
SRR14932609_bin.17.fa,90.68,1.19,3676873,6366
SRR14932609_bin.18.fa,93.78,1.7,3842468,13166
SRR14932609_bin.19.fa,61.56,1.75,4242872,4418
SRR14932609_bin.2.fa,83.18,3.93,7813291,11497
SRR14932609_bin.20.fa,86.32,3.85,3725813,15626
SRR14932609_bin.21.fa,61.06,1.43,2694326,3426
SRR14932609_bin.22.fa,88.87,4.33,2775578,21078
SRR14932609_bin.23.fa,92.12,1.56,4425067,13717
SRR14932609_bin.24.fa,95.24,0.98,3691092,28149
SRR14932609_bin.25.fa,83.87,1.28,1448295,9154
SRR14932609_bin.26.fa,75.35,2.75,2388383,6476
SRR14932609_bin.27.fa,77.59,0.0,3032784,9333
SRR14932609_bin.28.fa,68.97,1.72,3193871,7093
SRR14932609_bin.29.fa,61.35,1.88,870392,20258
SRR14932609_bin.30.fa,63.8,2.71,3259568,5105
SRR14932609_bin.32.fa,60.37,0.32,1183150,17555
SRR14932609_bin.33.fa,55.34,0.0,3359441,4567
SRR14932609_bin.34.fa,69.02,3.28,2808415,7010
SRR14932609_bin.36.fa,58.33,0.0,649391,163364
SRR14932609_bin.39.fa,81.85,1.87,2786944,13726
SRR14932609_bin.40.fa,98.48,0.0,3786393,40146
SRR14932609_bin.41.fa,53.94,0.26,2242801,16933
SRR14932609_bin.42.fa,92.31,3.92,7357506,12680
SRR14932609_bin.43.fa,85.92,1.11,3884545,5067
SRR14932609_bin.44.fa,60.34,0.0,2158646,15509
SRR14932609_bin.45.fa,87.09,1.85,3072843,7994
SRR14932609_bin.46.fa,94.91,1.85,2305619,79237
SRR14932609_bin.47.fa,73.61,2.78,1109036,152918
SRR14932609_bin.48.fa,88.35,1.82,3918974,7351
SRR14932609_bin.50.fa,87.18,3.7,3616053,7271
SRR14932609_bin.51.fa,83.88,1.07,3027662,13999
SRR14932609_bin.52.fa,65.53,0.86,2276488,9465
SRR14932609_bin.53.fa,98.45,0.48,3753701,89685
SRR14932609_bin.54.fa,90.13,0.74,2708167,8921
SRR14932609_bin.55.fa,60.69,0.0,4346868,2434
SRR14932609_bin.57.fa,58.62,1.72,4399288,4570
SRR14932609_bin.59.fa,56.03,0.0,2704978,14701
SRR14932609_bin.6.fa,83.24,5.04,3721774,5860
SRR14932609_bin.60.fa,79.26,3.18,3123797,11701
SRR14932609_bin.61.fa,93.41,3.52,3997759,32724
SRR14932609_bin.62.fa,62.23,0.0,2031924,4004
SRR14932609_bin.64.fa,82.82,6.0,3836327,11736
SRR14932609_bin.66.fa,66.52,1.68,1942369,2759
SRR14932609_bin.67.fa,91.17,1.55,5118998,11960
SRR14932609_bin.7.fa,58.78,0.31,1906995,1986
SRR14932609_bin.70.fa,88.28,3.33,4018329,7517
SRR14932609_bin.71.fa,75.73,0.0,2618067,9609
SRR14932609_bin.72.fa,96.76,2.73,4540049,55893
SRR14932609_bin.75.fa,54.19,0.74,1077538,21759
SRR14932609_bin.77.fa,93.16,5.73,7328143,15054
SRR14932609_bin.79.fa,87.87,1.67,4757006,7778
SRR14932609_bin.80.fa,61.89,0.85,875370,55058
SRR14932609_bin.81.fa,70.3,0.0,898131,31969
SRR14932609_bin.82.fa,96.97,2.73,6523021,32503
SRR14932609_bin.83.fa,84.93,3.15,3386390,10377
SRR14932609_bin.84.fa,61.88,0.0,597749,28882
SRR14932609_bin.85.fa,81.36,1.78,3530989,3651
SRR14932609_bin.86.fa,64.85,0.0,1091096,111296
SRR14932609_bin.87.fa,76.04,3.75,5097896,19261
SRR14932609_bin.88.fa,85.47,1.74,2265061,19221
SRR14932609_bin.89.fa,79.35,2.26,3400528,13723
SRR14932609_bin.9.fa,90.9,5.98,4609728,14104
SRR14932609_bin.93.fa,58.48,0.99,2868710,2490
SRR14932610_bin.1.fa,62.54,1.23,2112368,2947
SRR14932610_bin.10.fa,89.18,1.64,4112716,15321
SRR14932610_bin.12.fa,95.57,0.64,2879632,23672
SRR14932610_bin.13.fa,75.86,1.46,2882188,4318
SRR14932610_bin.14.fa,77.73,2.55,2235940,2881
SRR14932610_bin.2.fa,92.02,4.6,3502982,13632
SRR14932610_bin.3.fa,74.9,3.43,2492493,8430
SRR14932610_bin.4.fa,90.87,3.07,3647332,8346
SRR14932610_bin.5.fa,98.6,0.34,2506169,49117
SRR14932610_bin.6.fa,90.23,3.98,3307536,8081
SRR14932610_bin.8.fa,62.07,2.41,1349014,2103
SRR14932611_bin.10.fa,95.04,0.47,5867524,18370
SRR14932611_bin.11.fa,82.27,2.27,5977391,6712
SRR14932611_bin.13.fa,74.71,0.33,2189386,3897
SRR14932611_bin.14.fa,88.86,2.97,3160253,8568
SRR14932611_bin.15.fa,85.02,0.39,1962208,3526
SRR14932611_bin.16.fa,67.89,1.3,2537795,5871
SRR14932611_bin.18.fa,75.88,1.72,1983760,3281
SRR14932611_bin.2.fa,64.52,0.11,830320,19091
SRR14932611_bin.3.fa,83.78,3.68,3104686,3945
SRR14932611_bin.4.fa,88.18,1.63,3560637,11235
SRR14932611_bin.5.fa,74.05,3.02,3250496,5120
SRR14932611_bin.6.fa,80.49,5.27,2992897,5955
SRR14932611_bin.7.fa,74.56,3.18,2953070,5561
SRR14932611_bin.8.fa,93.78,1.82,3388694,21525
SRR14932611_bin.9.fa,78.87,4.19,3287033,3653
SRR14932612_bin.1.fa,65.79,0.0,854082,7527
SRR14932612_bin.10.fa,95.78,2.6,2494438,14975
SRR14932612_bin.11.fa,87.45,2.64,2876252,15455
SRR14932612_bin.12.fa,86.3,0.87,1641956,30274
SRR14932612_bin.13.fa,93.22,3.93,3128401,7322
SRR14932612_bin.14.fa,66.71,0.57,1719453,6064
SRR14932612_bin.15.fa,93.22,1.48,3360092,42409
SRR14932612_bin.16.fa,73.12,3.58,2870880,5772
SRR14932612_bin.18.fa,74.48,3.45,4430453,3944
SRR14932612_bin.19.fa,80.89,2.68,1950574,6382
SRR14932612_bin.2.fa,88.32,2.68,7481818,11816
SRR14932612_bin.20.fa,77.96,0.39,3111960,4328
SRR14932612_bin.21.fa,59.48,0.0,3267553,8052
SRR14932612_bin.24.fa,90.45,5.22,6946157,5549
SRR14932612_bin.25.fa,94.92,1.79,3267221,14701
SRR14932612_bin.26.fa,65.14,1.82,2509286,3280
SRR14932612_bin.27.fa,86.64,4.12,3451486,12115
SRR14932612_bin.28.fa,79.78,0.0,1122060,13523
SRR14932612_bin.29.fa,90.16,1.72,2445836,9596
SRR14932612_bin.3.fa,68.47,1.72,521303,7914
SRR14932612_bin.30.fa,81.13,1.72,2509195,10433
SRR14932612_bin.34.fa,75.22,4.93,2583317,3049
SRR14932612_bin.35.fa,64.96,0.85,971945,21115
SRR14932612_bin.37.fa,93.39,2.31,4628116,17471
SRR14932612_bin.38.fa,66.73,0.0,867913,20167
SRR14932612_bin.39.fa,90.6,5.35,4663977,7938
SRR14932612_bin.4.fa,72.54,0.91,1439056,6187
SRR14932612_bin.40.fa,69.92,0.0,742119,37950
SRR14932612_bin.41.fa,85.0,3.65,3023637,6816
SRR14932612_bin.42.fa,85.08,4.27,2783823,5589
SRR14932612_bin.43.fa,54.73,0.0,449477,6542
SRR14932612_bin.44.fa,90.38,1.47,3150018,13751
SRR14932612_bin.45.fa,66.18,0.0,6767726,8476
SRR14932612_bin.46.fa,80.89,1.98,4185625,4992
SRR14932612_bin.47.fa,93.49,2.29,2220994,6900
SRR14932612_bin.5.fa,94.73,1.54,2452952,27303
SRR14932612_bin.50.fa,93.04,5.46,3540455,12968
SRR14932612_bin.51.fa,98.25,0.95,3123462,38251
SRR14932612_bin.53.fa,99.48,0.74,3438977,26116
SRR14932612_bin.54.fa,85.5,0.16,3107360,17624
SRR14932612_bin.57.fa,90.01,1.46,1899369,12365
SRR14932612_bin.59.fa,78.16,1.84,2563913,4363
SRR14932612_bin.60.fa,82.04,1.12,2835832,6646
SRR14932612_bin.61.fa,72.19,3.14,2401682,3416
SRR14932612_bin.62.fa,90.1,2.72,3762378,7859
SRR14932612_bin.63.fa,66.18,0.5,1219403,13487
SRR14932612_bin.66.fa,93.13,4.33,6659814,29319
